,Request,Appointment,CarType
3447,2022-09-09 11:55,2022-11-19 18:15,compact
3448,2022-10-27 14:29,2022-11-21 13:59,compact
3449,2022-10-03 17:56,2022-10-03 17:56,class 2 truck
3450,2022-10-28 07:26,2022-11-30 18:30,compact
3451,2022-09-20 07:14,2022-11-06 18:25,class 1 truck
3452,2022-09-07 07:37,2022-11-25 07:27,full-size
3453,2022-09-25 15:29,2022-11-09 17:16,full-size
3454,2022-11-12 18:28,2022-11-25 18:01,compact
3455,2022-11-04 09:24,2022-11-04 09:24,full-size
3456,2022-11-02 17:53,2022-11-18 07:40,compact
3457,2022-10-03 15:20,2022-10-07 11:48,full-size
3458,2022-09-20 17:28,2022-10-24 18:09,class 2 truck
3459,2022-09-22 07:14,2022-10-19 07:21,compact
3460,2022-11-12 07:58,2022-11-16 17:03,class 2 truck
3461,2022-10-05 07:20,2022-11-09 07:01,class 2 truck
3462,2022-11-15 07:03,2022-11-27 15:09,compact
3463,2022-11-14 07:25,2022-11-24 07:20,medium
3464,2022-11-22 15:27,2022-11-28 17:34,medium
3465,2022-11-05 11:23,2022-11-05 11:23,class 2 truck
3466,2022-09-25 18:30,2022-10-04 18:09,class 2 truck
3467,2022-10-15 09:27,2022-10-21 07:50,medium
3468,2022-11-01 10:42,2022-11-21 14:47,compact
3469,2022-09-14 07:04,2022-11-19 12:36,medium
3470,2022-10-20 17:43,2022-11-05 07:14,class 2 truck
3471,2022-09-06 08:47,2022-11-01 07:57,class 1 truck
3472,2022-10-23 08:37,2022-11-17 18:13,class 1 truck
3473,2022-10-24 18:30,2022-10-24 18:30,class 2 truck
3474,2022-10-25 18:30,2022-10-25 18:30,class 1 truck
3475,2022-10-27 07:56,2022-10-27 07:56,class 2 truck
3476,2022-10-17 07:29,2022-11-01 18:30,full-size
3477,2022-11-18 18:10,2022-11-24 18:22,compact
3478,2022-09-04 09:24,2022-11-11 07:11,class 2 truck
3479,2022-11-05 18:30,2022-11-30 07:33,class 2 truck
3480,2022-10-02 11:44,2022-10-25 08:47,class 2 truck
3481,2022-10-01 14:31,2022-10-18 07:00,class 1 truck
3482,2022-10-31 07:46,2022-11-14 07:09,medium
3483,2022-10-09 12:45,2022-11-18 07:51,full-size
3484,2022-11-09 14:02,2022-11-09 14:02,class 1 truck
3485,2022-09-13 15:16,2022-11-05 13:31,full-size
3486,2022-10-23 07:26,2022-11-15 18:23,medium
3487,2022-11-27 15:19,2022-11-28 08:54,class 1 truck
3488,2022-11-26 07:08,2022-11-28 07:56,medium
3489,2022-11-27 07:35,2022-11-28 18:05,medium
3490,2022-11-30 12:11,2022-11-30 18:22,compact
3491,2022-10-21 18:30,2022-10-27 15:06,class 1 truck
3492,2022-09-02 07:23,2022-10-27 15:01,compact
3493,2022-11-23 18:26,2022-11-26 07:53,compact
3494,2022-09-21 18:21,2022-10-07 15:26,full-size
3495,2022-10-05 07:26,2022-10-05 07:26,full-size
3496,2022-11-02 07:17,2022-11-30 18:30,class 2 truck
3497,2022-11-14 18:05,2022-11-15 17:05,class 1 truck
3498,2022-11-02 18:30,2022-11-15 09:06,full-size
3499,2022-10-02 07:04,2022-11-12 07:23,compact
3500,2022-10-25 11:10,2022-10-25 11:10,medium
3501,2022-09-30 07:44,2022-10-18 07:01,medium
3502,2022-10-30 16:45,2022-11-10 16:32,class 1 truck
3503,2022-11-22 18:30,2022-11-22 18:30,full-size
3504,2022-11-05 07:17,2022-11-29 07:30,full-size
3505,2022-09-18 08:49,2022-11-05 13:45,compact
3506,2022-09-06 07:18,2022-11-03 07:50,compact
3507,2022-10-30 07:57,2022-10-30 07:57,class 2 truck
3508,2022-09-02 14:55,2022-11-18 07:00,full-size
3509,2022-09-11 07:21,2022-11-20 07:52,full-size
3510,2022-09-16 09:54,2022-10-16 15:33,class 2 truck
3511,2022-11-24 18:30,2022-11-25 18:05,full-size
3512,2022-11-01 18:30,2022-11-20 11:00,compact
3513,2022-11-27 13:20,2022-11-29 18:22,compact
3514,2022-10-17 14:07,2022-11-29 18:30,class 2 truck
3515,2022-09-12 14:17,2022-10-15 07:16,compact
3516,2022-11-26 13:51,2022-11-30 07:35,full-size
3517,2022-11-12 15:23,2022-11-24 07:49,compact
3518,2022-10-17 18:06,2022-10-17 18:06,full-size
3519,2022-10-21 07:34,2022-10-21 07:34,class 2 truck
3520,2022-10-01 18:29,2022-10-22 07:31,class 2 truck
3521,2022-10-08 18:30,2022-10-08 18:30,full-size
3522,2022-10-13 18:15,2022-10-13 18:15,compact
3523,2022-10-30 18:30,2022-10-30 18:30,compact
3524,2022-11-12 18:28,2022-11-12 18:28,class 1 truck
3525,2022-09-07 18:30,2022-11-08 18:30,class 2 truck
3526,2022-10-06 18:30,2022-10-20 07:21,medium
3527,2022-09-13 14:09,2022-11-02 07:54,class 2 truck
3528,2022-10-18 07:35,2022-10-18 07:35,class 1 truck
3529,2022-10-11 13:20,2022-10-11 13:20,medium
3530,2022-11-21 18:07,2022-11-25 18:02,full-size
3531,2022-09-14 07:26,2022-10-06 18:30,class 2 truck
3532,2022-11-04 18:28,2022-11-06 13:27,class 2 truck
3533,2022-10-15 16:30,2022-10-18 15:39,class 2 truck
3534,2022-10-25 07:12,2022-11-04 16:37,medium
3535,2022-09-28 07:49,2022-10-05 07:39,full-size
3536,2022-10-23 08:19,2022-11-12 09:54,class 2 truck
3537,2022-10-02 11:04,2022-11-30 07:00,medium
3538,2022-11-11 07:58,2022-11-11 07:58,compact
3539,2022-11-03 18:25,2022-11-08 14:39,compact
3540,2022-10-20 07:31,2022-11-23 18:30,full-size
3541,2022-10-05 07:27,2022-11-09 11:33,compact
3542,2022-09-25 18:10,2022-11-01 07:49,medium
3543,2022-11-14 13:58,2022-11-14 13:58,full-size
3544,2022-10-14 07:56,2022-10-18 18:30,medium
3545,2022-11-16 09:30,2022-11-29 07:04,full-size
3546,2022-11-07 07:02,2022-11-27 18:30,medium
3547,2022-10-30 17:26,2022-11-23 18:30,class 2 truck
3548,2022-10-15 13:28,2022-10-15 13:28,medium
3549,2022-11-16 11:07,2022-11-16 11:07,medium
3550,2022-11-28 17:57,2022-11-28 17:57,compact
3551,2022-10-27 07:59,2022-11-05 17:47,class 2 truck
3552,2022-10-16 11:38,2022-11-15 07:38,full-size
3553,2022-11-01 15:43,2022-11-01 15:43,medium
3554,2022-10-02 11:51,2022-11-13 07:48,full-size
3555,2022-10-13 13:18,2022-11-16 18:30,medium
3556,2022-09-11 08:15,2022-10-12 13:05,class 2 truck
3557,2022-11-20 08:34,2022-11-20 08:34,full-size
3558,2022-11-01 18:18,2022-11-30 16:34,compact
3559,2022-09-30 07:12,2022-10-29 07:59,class 1 truck
3560,2022-10-22 18:21,2022-10-22 18:21,medium
3561,2022-10-27 07:59,2022-11-06 18:30,medium
3562,2022-10-26 07:05,2022-11-11 18:16,class 2 truck
3563,2022-11-26 07:52,2022-11-30 07:12,compact
3564,2022-09-04 14:42,2022-10-23 18:30,class 2 truck
3565,2022-10-22 13:08,2022-10-23 08:05,compact
3566,2022-09-22 07:41,2022-10-17 07:56,medium
3567,2022-10-14 07:53,2022-11-09 08:27,class 1 truck
3568,2022-10-13 07:18,2022-10-13 07:18,class 2 truck
3569,2022-11-11 15:21,2022-11-27 16:06,medium
3570,2022-10-24 18:26,2022-10-29 18:24,full-size
3571,2022-11-19 07:48,2022-11-19 07:48,class 2 truck
3572,2022-09-05 07:24,2022-11-15 15:48,compact
3573,2022-09-28 15:06,2022-10-15 08:20,compact
3574,2022-09-11 07:31,2022-11-18 07:03,medium
3575,2022-10-27 13:47,2022-11-09 13:01,compact
3576,2022-10-22 12:03,2022-11-28 15:26,class 2 truck
3577,2022-09-12 07:49,2022-10-16 07:43,class 2 truck
3578,2022-10-01 07:12,2022-10-01 07:12,compact
3579,2022-10-23 07:54,2022-10-31 07:21,class 2 truck
3580,2022-11-10 18:30,2022-11-10 18:30,class 1 truck
3581,2022-09-26 14:16,2022-10-05 16:15,class 2 truck
3582,2022-10-29 17:57,2022-10-29 17:57,class 1 truck
3583,2022-09-27 07:38,2022-10-20 18:30,medium
3584,2022-11-25 18:07,2022-11-26 15:24,medium
3585,2022-11-29 18:07,2022-11-29 18:27,compact
3586,2022-09-29 07:09,2022-10-07 18:04,class 1 truck
3587,2022-11-18 16:10,2022-11-27 18:30,class 2 truck
3588,2022-10-13 07:27,2022-10-13 07:27,full-size
3589,2022-11-02 07:53,2022-11-02 07:53,compact
3590,2022-11-15 07:14,2022-11-25 09:34,full-size
3591,2022-09-23 14:41,2022-10-14 07:36,compact
3592,2022-10-31 14:13,2022-11-11 07:17,full-size
3593,2022-09-21 07:50,2022-11-09 18:30,class 1 truck
3594,2022-10-02 16:13,2022-11-29 10:57,class 1 truck
3595,2022-09-19 09:27,2022-11-07 14:41,medium
3596,2022-10-31 07:58,2022-10-31 07:58,full-size
3597,2022-11-30 18:30,2022-11-30 18:30,full-size
3598,2022-09-24 12:34,2022-10-26 18:30,class 2 truck
3599,2022-11-15 17:52,2022-11-21 07:21,class 1 truck
3600,2022-09-20 18:26,2022-10-26 18:30,class 2 truck
3601,2022-09-30 11:42,2022-10-30 14:15,compact
3602,2022-10-27 07:06,2022-11-27 11:21,class 1 truck
3603,2022-11-16 09:14,2022-11-27 11:25,compact
3604,2022-11-30 16:02,2022-11-30 17:55,medium
3605,2022-10-09 18:30,2022-10-09 18:30,compact
3606,2022-11-19 07:43,2022-11-19 07:43,compact
3607,2022-10-13 07:50,2022-11-24 10:40,full-size
3608,2022-11-12 14:02,2022-11-28 11:12,medium
3609,2022-11-30 07:12,2022-11-30 10:07,compact
3610,2022-10-07 18:30,2022-10-24 18:30,class 1 truck
3611,2022-10-16 07:22,2022-11-24 18:30,full-size
3612,2022-09-13 18:17,2022-10-20 14:49,full-size
3613,2022-11-29 07:54,2022-11-29 08:32,medium
3614,2022-11-24 14:17,2022-11-30 07:06,class 2 truck
3615,2022-09-12 07:31,2022-10-20 18:24,medium
3616,2022-09-15 18:12,2022-11-29 07:43,class 1 truck
3617,2022-10-02 17:53,2022-11-17 07:53,full-size
3618,2022-10-23 11:35,2022-10-23 11:35,class 1 truck
3619,2022-09-18 12:35,2022-10-16 09:40,compact
3620,2022-11-29 07:34,2022-11-30 18:30,compact
3621,2022-10-02 07:47,2022-11-26 07:11,compact
3622,2022-09-15 17:11,2022-10-15 07:57,full-size
3623,2022-10-11 07:28,2022-11-20 07:25,class 2 truck
3624,2022-09-11 18:15,2022-10-22 18:11,medium
3625,2022-09-12 18:30,2022-10-05 17:01,medium
3626,2022-10-21 17:40,2022-11-21 16:32,class 1 truck
3627,2022-09-16 09:52,2022-10-09 16:05,class 2 truck
3628,2022-10-23 18:30,2022-11-11 11:09,medium
3629,2022-09-03 17:06,2022-11-21 07:48,full-size
3630,2022-10-20 07:33,2022-11-10 18:30,compact
3631,2022-09-02 08:44,2022-10-28 18:30,compact
3632,2022-09-01 12:13,2022-10-21 14:09,compact
3633,2022-09-29 11:48,2022-11-13 17:46,medium
3634,2022-10-17 13:40,2022-10-17 13:40,class 2 truck
3635,2022-10-01 07:50,2022-11-12 07:18,class 2 truck
3636,2022-10-12 18:12,2022-11-04 10:37,full-size
3637,2022-11-03 07:20,2022-11-12 15:45,medium
3638,2022-10-21 12:43,2022-10-21 12:43,full-size
3639,2022-09-07 18:30,2022-11-06 07:06,class 2 truck
3640,2022-09-04 14:48,2022-10-02 12:52,class 2 truck
3641,2022-11-05 17:45,2022-11-05 17:45,class 1 truck
3642,2022-10-26 18:09,2022-11-12 18:30,compact
3643,2022-11-05 11:18,2022-11-12 13:52,compact
3644,2022-11-07 15:47,2022-11-07 18:17,medium
3645,2022-11-10 18:21,2022-11-25 18:30,compact
3646,2022-10-29 15:03,2022-10-30 07:23,class 2 truck
3647,2022-10-31 07:13,2022-11-09 18:30,full-size
3648,2022-11-19 15:07,2022-11-19 15:07,full-size
3649,2022-09-05 07:38,2022-10-27 07:07,class 1 truck
3650,2022-10-01 18:22,2022-10-15 18:20,medium
3651,2022-09-17 18:30,2022-10-26 07:45,medium
3652,2022-09-17 07:41,2022-10-19 18:30,class 1 truck
3653,2022-11-28 13:08,2022-11-29 07:22,class 2 truck
3654,2022-11-22 15:24,2022-11-25 10:30,class 1 truck
3655,2022-10-27 18:30,2022-10-27 18:30,medium
3656,2022-09-09 18:29,2022-11-17 07:08,compact
3657,2022-10-18 15:17,2022-10-18 15:17,medium
3658,2022-09-17 18:30,2022-11-12 11:04,compact
3659,2022-10-31 18:30,2022-11-30 10:30,class 2 truck
3660,2022-09-20 09:29,2022-10-10 16:54,class 1 truck
3661,2022-09-16 15:45,2022-10-20 07:43,class 2 truck
3662,2022-09-29 18:06,2022-11-05 07:00,medium
3663,2022-10-26 07:57,2022-10-31 11:00,compact
3664,2022-11-24 14:44,2022-11-25 18:02,compact
3665,2022-11-13 07:59,2022-11-13 18:11,full-size
3666,2022-11-23 11:46,2022-11-27 18:30,medium
3667,2022-11-07 13:41,2022-11-07 13:41,class 2 truck
3668,2022-09-06 10:46,2022-10-01 15:35,medium
3669,2022-10-31 07:24,2022-11-01 18:03,class 1 truck
3670,2022-11-01 18:30,2022-11-10 07:11,compact
3671,2022-09-02 09:32,2022-10-02 18:09,class 2 truck
3672,2022-10-30 07:16,2022-10-30 07:16,full-size
3673,2022-11-30 13:55,2022-11-30 18:30,class 1 truck
3674,2022-10-16 07:42,2022-11-03 07:32,class 1 truck
3675,2022-11-27 16:27,2022-11-29 11:29,medium
3676,2022-11-08 07:24,2022-11-26 17:43,class 1 truck
3677,2022-10-13 10:55,2022-10-14 07:39,class 2 truck
3678,2022-11-03 18:30,2022-11-11 14:51,compact
3679,2022-09-01 08:43,2022-11-08 18:30,compact
3680,2022-11-13 07:05,2022-11-13 07:05,medium
3681,2022-11-20 18:30,2022-11-30 07:31,class 1 truck
3682,2022-10-03 18:30,2022-10-14 18:00,full-size
3683,2022-09-17 09:25,2022-10-10 13:47,class 2 truck
3684,2022-11-12 14:46,2022-11-14 12:32,class 2 truck
3685,2022-11-02 17:37,2022-11-15 07:19,medium
3686,2022-11-29 17:20,2022-11-30 07:14,class 1 truck
3687,2022-11-03 14:45,2022-11-07 18:09,compact
3688,2022-10-26 07:45,2022-10-31 17:39,class 1 truck
3689,2022-11-01 07:45,2022-11-13 07:06,class 1 truck
3690,2022-09-26 07:36,2022-11-11 10:21,class 2 truck
3691,2022-11-05 08:28,2022-11-05 08:28,medium
3692,2022-10-11 10:30,2022-11-24 16:07,full-size
3693,2022-09-12 10:10,2022-11-28 18:08,class 2 truck
3694,2022-11-12 10:13,2022-11-16 18:11,medium
3695,2022-10-26 13:47,2022-10-30 15:42,class 2 truck
3696,2022-11-28 07:54,2022-11-29 07:58,medium
3697,2022-11-09 16:34,2022-11-09 16:34,full-size
3698,2022-09-15 09:00,2022-10-15 07:11,class 2 truck
3699,2022-10-19 07:52,2022-11-17 12:14,class 1 truck
3700,2022-10-02 18:30,2022-11-19 18:13,class 1 truck
3701,2022-10-06 17:30,2022-10-06 17:30,compact
3702,2022-11-06 16:25,2022-11-19 07:23,compact
3703,2022-09-30 14:32,2022-10-26 07:31,compact
3704,2022-10-22 07:13,2022-10-22 07:13,full-size
3705,2022-10-09 14:00,2022-11-24 18:30,class 1 truck
3706,2022-11-16 18:26,2022-11-30 17:08,class 2 truck
3707,2022-09-09 07:29,2022-11-14 11:52,class 2 truck
3708,2022-10-31 18:30,2022-11-07 17:40,class 2 truck
3709,2022-09-24 12:37,2022-10-31 09:55,full-size
3710,2022-10-12 07:37,2022-11-20 18:30,full-size
3711,2022-11-02 15:08,2022-11-30 15:09,full-size
3712,2022-09-16 18:17,2022-11-21 18:30,class 1 truck
3713,2022-10-01 13:03,2022-10-01 13:03,class 2 truck
3714,2022-10-07 18:02,2022-10-18 07:11,class 2 truck
3715,2022-10-11 10:31,2022-10-11 10:31,medium
3716,2022-09-19 18:30,2022-10-15 16:41,compact
3717,2022-10-11 15:44,2022-11-24 18:22,full-size
3718,2022-11-27 07:06,2022-11-27 11:26,medium
3719,2022-11-12 07:40,2022-11-12 07:40,full-size
3720,2022-11-07 07:20,2022-11-14 16:27,class 2 truck
3721,2022-09-25 07:58,2022-10-08 07:53,compact
3722,2022-10-30 07:48,2022-10-30 07:48,class 1 truck
3723,2022-09-26 07:16,2022-10-25 07:05,class 1 truck
3724,2022-11-26 07:04,2022-11-26 08:54,class 2 truck
3725,2022-10-24 12:28,2022-10-29 15:12,class 1 truck
3726,2022-11-14 11:58,2022-11-25 18:30,class 2 truck
3727,2022-09-03 12:34,2022-11-05 18:16,compact
3728,2022-10-05 07:26,2022-10-05 07:26,class 2 truck
3729,2022-09-05 07:36,2022-10-03 18:01,class 1 truck
3730,2022-11-05 07:15,2022-11-19 18:05,class 1 truck
3731,2022-11-23 18:30,2022-11-23 18:30,compact
3732,2022-09-07 07:40,2022-11-12 12:47,full-size
3733,2022-09-10 10:13,2022-10-07 16:14,class 2 truck
3734,2022-11-20 18:12,2022-11-28 09:05,full-size
3735,2022-10-15 09:15,2022-10-15 09:15,full-size
3736,2022-11-08 10:25,2022-11-08 10:25,full-size
3737,2022-10-25 16:09,2022-11-19 18:05,compact
3738,2022-11-08 17:25,2022-11-30 13:12,compact
3739,2022-11-18 13:14,2022-11-22 17:19,class 2 truck
3740,2022-10-24 08:17,2022-10-24 08:17,class 1 truck
3741,2022-10-04 07:14,2022-11-30 07:40,full-size
3742,2022-10-10 18:30,2022-10-10 18:30,full-size
3743,2022-09-16 18:30,2022-11-20 07:07,compact
3744,2022-10-01 18:24,2022-10-03 07:47,class 2 truck
3745,2022-11-12 09:31,2022-11-18 10:51,class 2 truck
3746,2022-11-30 18:18,2022-11-30 18:18,full-size
3747,2022-11-10 12:01,2022-11-21 07:50,medium
3748,2022-11-27 14:55,2022-11-28 18:30,class 2 truck
3749,2022-10-26 18:25,2022-10-26 18:25,class 2 truck
3750,2022-09-29 07:50,2022-11-15 18:30,full-size
3751,2022-11-28 18:30,2022-11-28 18:30,full-size
3752,2022-09-23 14:22,2022-10-24 15:55,full-size
3753,2022-11-21 18:30,2022-11-22 09:00,class 2 truck
3754,2022-10-11 11:46,2022-10-11 11:46,medium
3755,2022-10-06 07:35,2022-11-07 07:33,class 2 truck
3756,2022-11-22 18:00,2022-11-24 07:47,class 2 truck
3757,2022-11-13 13:54,2022-11-24 07:26,class 2 truck
3758,2022-11-06 18:30,2022-11-16 11:00,full-size
3759,2022-11-09 07:25,2022-11-21 07:37,compact
3760,2022-11-23 16:50,2022-11-30 07:31,compact
3761,2022-11-24 16:56,2022-11-29 17:44,full-size
3762,2022-10-03 07:37,2022-11-19 18:26,class 2 truck
3763,2022-09-30 15:37,2022-11-09 08:46,compact
3764,2022-10-11 18:16,2022-11-08 18:25,class 2 truck
3765,2022-10-22 07:05,2022-10-23 08:12,full-size
3766,2022-10-24 18:30,2022-11-30 07:15,medium
3767,2022-09-26 09:44,2022-10-06 17:47,class 1 truck
3768,2022-09-24 18:03,2022-11-25 18:30,compact
3769,2022-10-22 16:19,2022-11-19 07:42,compact
3770,2022-09-07 07:03,2022-11-15 07:57,compact
3771,2022-11-16 07:21,2022-11-29 18:30,compact
3772,2022-10-24 18:30,2022-10-27 18:23,medium
3773,2022-11-15 07:40,2022-11-29 10:53,class 1 truck
3774,2022-11-12 11:38,2022-11-16 10:19,class 2 truck
3775,2022-11-14 07:22,2022-11-14 07:22,class 1 truck
3776,2022-09-14 07:27,2022-11-28 07:05,class 1 truck
3777,2022-11-08 17:14,2022-11-12 16:21,class 1 truck
3778,2022-09-04 07:41,2022-10-02 18:15,medium
3779,2022-10-17 16:52,2022-11-12 08:27,compact
3780,2022-09-16 07:39,2022-10-17 18:05,class 1 truck
3781,2022-10-11 10:17,2022-11-18 07:53,medium
3782,2022-09-12 12:44,2022-10-01 18:21,class 1 truck
3783,2022-09-30 10:43,2022-10-07 18:30,medium
3784,2022-11-08 07:59,2022-11-29 07:17,class 2 truck
3785,2022-09-21 18:17,2022-10-14 07:26,class 2 truck
3786,2022-10-06 16:13,2022-10-21 07:03,compact
3787,2022-11-06 09:12,2022-11-17 07:20,class 1 truck
3788,2022-11-08 15:40,2022-11-08 15:40,compact
3789,2022-09-18 15:58,2022-10-24 11:42,full-size
3790,2022-09-16 18:21,2022-11-15 18:30,full-size
3791,2022-10-22 09:07,2022-11-28 18:16,medium
3792,2022-09-25 10:05,2022-10-12 07:02,full-size
3793,2022-10-12 17:33,2022-10-12 17:33,compact
3794,2022-10-15 10:05,2022-11-06 18:30,class 1 truck
3795,2022-11-07 18:30,2022-11-20 14:38,medium
3796,2022-11-04 07:48,2022-11-04 07:48,compact
3797,2022-10-24 18:30,2022-11-03 07:57,compact
3798,2022-11-30 07:18,2022-11-30 17:46,class 1 truck
3799,2022-10-10 18:27,2022-10-10 18:27,compact
3800,2022-11-03 14:02,2022-11-08 18:30,full-size
3801,2022-10-31 18:22,2022-10-31 18:22,class 1 truck
3802,2022-10-28 07:14,2022-10-28 07:14,medium
3803,2022-11-30 15:41,2022-11-30 16:37,class 2 truck
3804,2022-09-08 16:42,2022-10-24 18:01,medium
3805,2022-09-08 07:06,2022-11-12 18:04,compact
3806,2022-11-26 18:24,2022-11-30 15:58,medium
3807,2022-11-30 14:13,2022-11-30 18:11,full-size
3808,2022-09-15 10:34,2022-10-13 11:11,compact
3809,2022-11-15 17:37,2022-11-22 07:51,class 2 truck
3810,2022-09-03 12:06,2022-11-28 09:48,full-size
3811,2022-11-26 08:19,2022-11-27 16:24,full-size
3812,2022-10-25 16:50,2022-11-07 11:14,medium
3813,2022-11-24 07:21,2022-11-24 07:21,compact
3814,2022-09-01 16:21,2022-10-02 13:04,full-size
3815,2022-10-05 13:46,2022-10-24 18:24,class 1 truck
3816,2022-09-03 15:20,2022-10-29 08:26,class 2 truck
3817,2022-11-10 07:40,2022-11-30 10:02,medium
3818,2022-09-02 07:35,2022-11-06 16:49,class 1 truck
3819,2022-09-15 14:53,2022-11-23 17:07,compact
3820,2022-09-13 18:30,2022-10-25 07:31,medium
3821,2022-11-07 07:32,2022-11-15 11:50,class 1 truck
3822,2022-10-01 07:03,2022-10-21 16:35,class 1 truck
3823,2022-11-29 07:04,2022-11-29 18:17,full-size
3824,2022-11-14 14:06,2022-11-14 18:30,compact
3825,2022-10-26 08:01,2022-11-14 07:34,class 1 truck
3826,2022-10-17 12:38,2022-11-12 08:23,compact
3827,2022-09-30 13:28,2022-10-22 17:36,class 2 truck
3828,2022-09-06 08:18,2022-11-03 07:21,compact
3829,2022-10-03 18:30,2022-11-20 13:58,compact
3830,2022-09-26 09:30,2022-11-22 16:25,full-size
3831,2022-10-18 17:08,2022-10-31 07:34,full-size
3832,2022-09-16 07:23,2022-11-03 18:30,class 2 truck
3833,2022-10-30 18:18,2022-10-30 18:18,class 1 truck
3834,2022-10-12 14:04,2022-11-16 14:50,full-size
3835,2022-10-12 07:21,2022-11-26 07:56,compact
3836,2022-09-18 07:06,2022-11-17 08:42,medium
3837,2022-10-14 18:21,2022-10-14 18:21,class 2 truck
3838,2022-09-04 07:45,2022-11-27 18:30,medium
3839,2022-11-12 17:01,2022-11-20 17:06,full-size
3840,2022-11-22 07:36,2022-11-22 07:36,full-size
3841,2022-09-14 15:07,2022-11-20 18:30,class 1 truck
3842,2022-10-14 10:33,2022-11-18 18:08,class 1 truck
3843,2022-11-18 07:55,2022-11-18 07:55,compact
3844,2022-10-15 18:20,2022-10-15 18:20,compact
3845,2022-11-02 18:15,2022-11-09 17:44,full-size
3846,2022-11-11 15:44,2022-11-27 11:05,medium
3847,2022-10-17 07:29,2022-10-17 07:29,medium
3848,2022-11-22 07:01,2022-11-22 07:01,medium
3849,2022-11-03 07:04,2022-11-03 07:04,full-size
3850,2022-09-23 17:13,2022-10-02 11:05,medium
3851,2022-11-19 07:01,2022-11-19 07:01,medium
3852,2022-09-02 07:25,2022-10-21 07:14,medium
3853,2022-09-07 14:18,2022-10-08 12:12,class 1 truck
3854,2022-11-01 18:26,2022-11-01 18:26,class 1 truck
3855,2022-10-03 07:27,2022-10-07 12:45,compact
3856,2022-11-13 16:11,2022-11-25 08:58,medium
3857,2022-09-17 14:06,2022-11-12 15:39,medium
3858,2022-11-07 18:30,2022-11-07 18:30,class 2 truck
3859,2022-09-03 07:35,2022-11-30 09:17,class 2 truck
3860,2022-09-09 14:43,2022-11-25 10:33,compact
3861,2022-11-01 07:27,2022-11-24 14:37,compact
3862,2022-10-15 15:58,2022-10-25 10:16,full-size
3863,2022-11-30 07:40,2022-11-30 17:11,medium
3864,2022-10-03 12:47,2022-10-03 12:47,full-size
3865,2022-11-22 07:18,2022-11-22 07:18,compact
3866,2022-11-27 18:30,2022-11-27 18:30,medium
3867,2022-09-23 18:30,2022-10-31 10:55,class 2 truck
3868,2022-11-29 12:24,2022-11-30 16:21,class 2 truck
